Feature1,Feature2,Feature3,Feature4,Feature5,y
-0.01593634821,-1.421976242,-0.3810738422,0.3983078962,-0.3080404071,0
2.122454582,-1.273853232,-0.2648805134,0.572927454,0.5030878815,0
0.6537431863,-1.06969323,-0.4174213011,0.1199696372,-0.8793726802,0
-0.06965489509,-1.44967396,-0.7945597159,0.8229787126,1.188858878,0
-3.230375372,-0.8489566492,0.5033600454,0.04053805199,-0.8950047921,0
-1.536457999,-0.5399999025,-0.1874807539,0.605316443,1.519822793,1
-0.6741574091,1.726388988,0.001276392013,-0.7870206679,-0.7198802727,1
-0.8166381892,-2.271748825,2.287153394,0.4871309589,-1.029986477,0
-0.6378100282,1.287539159,0.2002712803,-0.4088306123,0.1052377474,1
0.4822413411,-1.294735533,0.3116066308,-0.1738485391,-2.214523742,0
1.54886726,-0.2813143628,-0.621558712,0.4979164188,1.449908738,1
0.4486792881,-0.4532196959,0.3068410395,0.2551421912,0.3639283002,0
0.6500913724,-0.8030830891,-0.2066344885,0.09344730166,-0.6480177227,0
-0.2065730819,-0.3459974045,-0.7620112847,0.2335666571,0.4176466632,0
2.084208345,2.957055228,0.309764733,-0.9219481238,0.3029849646,1
0.8761700239,2.775831506,0.1545809312,-0.8180187371,0.4553850488,1
2.773047904,-0.7371513836,-1.429421678,0.2050892463,-0.1647103728,0
-0.4925277818,-1.50607655,-1.181486624,0.458398872,-0.1945608861,0
-0.6766251297,-1.35246113,-1.59563267,-0.2038938901,-2.393625314,0
0.3670358211,-1.15573379,2.972378726,-0.05843389447,-1.628005308,0
1.049101666,-1.043576401,-1.362004121,0.05483433096,-1.08214555,0
-0.235371557,-0.182061699,1.09718107,0.5437247014,1.736760714,0
0.2989951312,-1.079630597,0.04621822694,0.07542069939,-1.052151046,0
0.1476112909,-1.033663204,-1.962225801,0.04965441641,-1.088660993,0
3.373631469,-1.457742626,-0.8725956161,-0.22103813,-2.584541825,0
1.452596399,0.7186317944,0.6191772006,0.07768962262,1.161368811,1
-1.790207989,-0.5813912392,0.2899070028,0.6476109439,1.621526145,1
-0.4938615702,-1.202986984,-0.7543876105,0.7874160788,1.363191843,0
1.053034715,-1.086949496,-0.6318187788,0.09803027635,-0.9796230167,0
1.018448036,-1.027617233,-1.035613676,0.1502548726,-0.7185986159,0
-1.280597558,2.21100904,1.182595743,-0.6032634557,0.5368586737,1
-0.8063423636,-0.9560134455,-0.7959095874,0.2528287102,-0.2610241805,0
-1.088371778,0.4714539472,0.1526964414,-0.7567552873,-2.149797333,1
-0.9771282403,1.8971928,-0.09085588976,-0.432883465,0.7661941258,1
0.6972124568,-1.888127289,-0.01112634245,0.5508497545,-0.3298277496,0
-0.1237362615,-0.9346447576,-0.2532255962,0.07146081241,-0.8886190284,0
1.332870748,0.7654804756,-0.3556055159,0.03855771293,1.07775881,1
0.1637084092,-1.001485001,-2.405763783,0.1584239597,-0.6571025596,0
0.06422348749,0.5823262921,-0.4465221884,-0.4454375294,-0.8915781914,1
-0.1691629782,-0.03866077951,1.30236897,0.7037144107,2.489359808,0
0.6661414739,-1.312859861,-1.179093009,-0.06527291443,-1.845354026,0
1.384182839,-1.240557616,1.014811283,0.6053427337,0.6607723741,0
-0.8527163381,-0.8657772745,-0.8902612088,0.05835476484,-0.8514068962,0
-0.3673465,1.988776072,1.239374306,-0.4987042719,0.6412364318,1
-0.1922839308,-1.14612929,-0.3928791934,-0.05983256752,-1.621268587,0
-0.1415670623,-1.92281785,-1.511309009,1.006783888,1.271194711,0
-0.2908089726,-0.6502839455,1.209595786,0.2399068899,0.06733328527,0
0.7463504761,0.6032916521,-1.711615724,-0.2790599302,-0.2661035131,1
0.2561398142,-0.01653061751,-0.4639723935,0.07915204405,0.2650571292,1
1.412800722,1.281018936,0.110375729,-0.7053134879,-0.9715294882,1
-0.1969696317,-0.7541378671,-1.151059062,0.2331640439,-0.08433720693,0
0.02982881866,-0.8129520435,-0.340084896,0.4737993473,0.7109845487,0
-1.229857361,-1.159140131,1.792993493,-0.1553747946,-1.981638429,0
0.6592049142,0.3750344021,0.944616732,-0.2808695162,-0.5525553366,1
-1.204457008,-0.9327214514,0.8225024646,0.1375878638,-0.6478834149,0
0.591110834,0.3773588831,1.574976603,0.2109207731,1.223116803,1
0.5136098395,1.413976468,-0.4189622993,-0.589783008,-0.3920059451,1
-0.2813988848,-1.709948763,0.8628954116,0.9659180867,1.384937295,0
-0.7751250141,-1.55685608,-0.1643206723,0.8917580092,1.305351422,0
-0.2732840559,-1.119474308,1.396831275,-0.03411296169,-1.49586477,0
-0.8531685112,1.343565751,-1.279437256,-1.020642031,-2.031530229,1
1.014072126,-1.166849954,2.12808864,0.06232034359,-1.20633911,0
-2.235055781,-0.8058187175,1.875296534,0.2555470268,-0.06703031894,0
-1.032695105,0.3776201936,0.7090926138,0.1975668706,1.17529869,1
2.589393394,0.8750502657,0.7046190197,-0.565878867,-0.9667601701,1
0.5839046036,-1.118271971,-1.348760666,0.1876631736,-0.6949245073,0
0.1330778574,0.6351199508,-0.5873851861,-0.4025588191,-0.6722629098,1
-0.609563659,-1.097925999,-0.6343231578,0.4477570503,0.2676220221,0
-0.2753638369,-1.066124166,0.03247183246,0.2672220848,-0.344175315,0
-0.6699626158,1.675240433,0.1396368662,-1.072570239,-1.811965769,1
-0.8539703897,-1.332533926,-0.04713756674,0.391829357,-0.2217047955,0
-0.3991353626,1.19510063,0.4414719366,-0.8862582405,-1.729172861,1
0.5651321152,-0.5103441642,0.6949572403,0.5738375233,1.442715572,0
0.6215019511,-2.071139125,-0.2030148394,1.089739814,1.388339667,0
-0.8477309559,-0.5830773328,1.072695547,0.9309579092,2.640876623,0
0.1170383342,-0.7940262309,-0.2703675796,0.1898888832,-0.2892549185,0
-1.207761549,-1.101872034,-0.4937013283,-0.05312854084,-1.542825785,0
1.647674592,-1.910382938,0.1613224648,1.295664791,2.327811727,0
0.7823798912,-1.377034234,0.3866097226,0.900975207,1.559106562,0
-0.2511496423,1.490473323,-0.7099554483,-0.2773354943,0.828128596,1
0.2111861252,0.1690693165,1.501978614,0.1739078191,0.8342505776,0
-1.43429886,-1.267234077,0.8041844351,-0.3143731056,-2.687364172,0
0.3588701872,-0.08018417948,-4.091459272,0.4284310259,1.44608622,0
-0.9043973249,-0.887508287,1.557241317,0.1263115328,-0.6330844833,0
0.2816302195,-0.9442419463,1.292246762,0.2058400288,-0.4159742403,0
-0.4481250776,-1.439908569,-0.5517171151,0.6577947721,0.6053745074,0
-0.8131267402,-1.298370727,-0.7471253472,0.1140585844,-1.181124983,0
0.4565856843,1.270864012,0.8230972028,-0.1748286744,0.9283255097,1
1.559988436,-1.621680226,-1.586093523,0.6093338719,0.2077612107,0
-1.321359542,-0.7244626369,-0.1774960389,0.3201822055,0.2657415684,0
1.59986999,-0.7845912147,0.899617781,-0.033068673,-1.08140864,0
0.8468290346,-0.8091705578,-1.746891891,0.3527615877,0.279301251,0
-0.6470378084,-1.341235335,-1.432795168,-0.07293838418,-1.907785679,0
-0.5619969243,-1.120663197,1.73199075,0.906955974,1.895072788,0
0.04518737426,-1.15755435,-0.2009405708,0.4857065371,0.3312969428,0
-0.7265502849,0.3981782595,-0.5938681206,-0.3494739378,-0.7714797572,1
-0.5968240882,-1.114520653,-0.5132897429,0.2548392914,-0.4481653615,0
1.007872934,0.5534449097,-0.05041886554,-0.4745453107,-1.031926211,1
-0.6883269227,1.330052312,0.2142972675,-0.7728189778,-1.154742234,1
-1.18569165,3.33586781,-1.279889615,-1.071591717,0.2281105163,1
-1.911368976,2.148394413,-1.106625673,-0.5754199453,0.5604409569,1
0.3822556926,-1.203690783,-0.9937095707,-0.1486081568,-2.01188156,0
1.647745992,1.639051771,1.03431852,-0.3463146223,0.7616830409,1
-0.8133833049,-1.355618258,0.2917404305,0.9312292734,1.694431373,0
0.3907998432,0.7770428857,0.6509659876,-0.3403767644,-0.2740565569,1
-1.242944691,2.64938884,-0.5093240143,-0.7760755075,0.4515174582,1
-0.8314203237,0.2235017664,1.213018005,-0.1719797647,-0.3458616172,1
1.149727214,-0.4380148159,-0.0621112701,0.6500837171,1.806273078,0
0.4765469415,-0.747415083,0.006539752786,0.1479757288,-0.3831821441,0
0.4361082664,-0.04411333355,0.691790585,0.4052877486,1.406894908,1
0.5813821784,-1.123796828,-0.150244115,0.1751840576,-0.7466851635,0
0.3476634601,-1.152393692,-1.093640098,-0.01148318679,-1.454659679,0
-0.3840956741,-0.1415401576,1.033861494,0.431125858,1.380555312,0
-0.6875346347,-0.9614291768,1.246543046,0.1654896701,-0.5825084701,0
0.5990892253,-0.2569229186,-1.215338513,0.4832002689,1.4267725,0
-0.636183931,-1.433286158,-0.7739571333,0.8841515232,1.429474155,0
0.3119974917,1.492037231,0.140243462,-0.2678547177,0.8642231396,1
0.4869876882,-0.9991634413,-1.317946211,0.1033162413,-0.8529095369,0
0.04520505229,1.3575725,-0.3510145565,0.1859471101,2.335198631,0
1.513605034,-0.375671432,0.308379695,0.6764354524,1.977722915,0
0.1475482486,-1.05320912,-0.574366474,-0.0854809018,-1.599771725,0
1.207882269,1.209003357,0.1826491604,-0.782283232,-1.337310473,1
0.8834984662,-1.847673605,0.2671731148,0.8056967515,0.6384642179,0
1.660632631,-1.234191435,-1.635399598,0.09453533124,-1.172795272,1
0.793636531,-1.932927654,0.09975222274,0.7482973841,0.3269958529,0
-0.1600813527,-0.7864633288,0.1496825035,0.2294482457,-0.1373751151,0
-0.9612345275,-1.124242657,-0.19060315,0.5432859868,0.5797137629,0
-1.213400351,1.234838564,0.534167212,-0.5598189971,-0.5036806354,1
1.713420722,1.269387184,-0.8058141376,-1.257255675,-2.975453313,1
-0.4709180293,0.1120108806,-0.9960055201,0.1431210209,0.6532944012,0
-0.3532355825,1.647620024,-0.9088084695,-1.661142611,-3.967543324,1
0.5667223073,-1.481485032,0.3845559735,0.7504607551,0.8884315664,0
0.0172730595,-1.053631421,-1.330270029,0.1827362011,-0.63341198,0
-2.492887473,-1.394968027,-0.9415106741,-0.08434448194,-2.014799079,0
-0.8288157467,-0.9836752106,1.342806945,0.06943535571,-0.9560500926,0
1.594367228,-0.7567032346,0.2306864274,0.3495555519,0.3320885482,0
0.8216729694,-0.4742295393,-0.09983812117,0.4892287602,1.182005188,0
1.39939775,-1.042103216,-0.6081771409,0.5326823511,0.6422230437,0
-1.239779187,-0.693665112,1.034311528,0.4649428584,0.8253486863,0
1.91052704,-1.098014708,-1.574759992,0.8255086038,1.629244187,0
1.700968199,-1.09509795,0.07169269844,-0.1458279176,-1.868683926,0
0.4904427447,-2.423735807,2.017458833,1.170745869,1.247937789,0
1.091931367,0.5389301757,0.9926818799,-0.2466914832,-0.2283518826,1
-0.010499897,-0.595842062,0.09391601019,0.2390467566,0.1309987148,0
-0.8981490661,-1.153655299,0.7410484378,0.2369670543,-0.5605854559,0
-0.6079895037,-0.7191356165,-0.4885659921,0.1444104988,-0.361353021,0
2.284126284,0.5378468172,-1.745255953,0.1546804221,1.217197875,1
0.6548730157,-0.2956586685,1.060739195,0.3033906504,0.7310845167,0
2.37619041,-1.960401744,-0.9658962683,1.315195285,2.336874159,0
0.03082704095,-0.9427167654,-1.562680085,0.06677974856,-0.915392772,0
-0.6375839669,-0.2234493866,0.3459480095,0.4762233244,1.442672828,1
1.062554446,-0.2131173508,0.8998999756,-0.04400327616,-0.4199858292,1
0.3035330014,1.677069002,0.03800683906,-0.3603814017,0.7575979733,1
-0.9293749286,-1.259554201,0.5871095782,0.5079305659,0.2863209549,0
-0.8897534555,-1.260109524,-0.5158667135,-0.07756347005,-1.824967818,0
-1.004772168,0.363936836,0.3146759584,0.1502922526,0.9881007232,1
-0.8751826556,0.5343887394,0.7600196782,0.1539617657,1.210366345,1
-0.1764876573,-2.014324023,-0.4470294987,0.8406549971,0.5601072233,0
-0.8330820083,2.577832422,0.2339642934,-0.7460440409,0.4720209841,1
-1.20300045,-2.065738627,1.407009728,1.12966158,1.53887396,0
-0.6928318024,-1.037592409,-0.8077330901,-0.04940031032,-1.450555332,0
1.929709645,0.2298825912,0.4581632249,0.1202089363,0.7152548861,1
-0.2318368592,-2.186905375,-0.5214043923,0.975649756,0.8350915325,0
0.2235477463,-0.1344452909,-0.1368135875,0.422983208,1.359903379,0
-1.655540788,-0.3552734044,0.6997298622,0.4459959457,1.172042761,0
0.4422135275,-0.23696219,-0.9120425936,0.450595078,1.333715561,0
-0.3568594699,-0.6873284233,0.1464685551,0.5756617345,1.232242799,0
1.370860479,-0.1472182201,1.819595572,0.2937115631,0.8782364163,0
0.04567859006,0.5448787616,1.405366392,0.140083214,1.173201177,1
-0.2069553798,-0.5738907417,-0.5239605564,0.4755854932,1.010601674,0
1.575247075,-0.9747442471,-0.3435335594,-0.1129965543,-1.602733818,0
-1.83931732,-1.222596557,1.878176361,0.0443499708,-1.339485427,0
1.651655622,2.650771444,0.7516091125,-1.647249693,-2.687223687,1
-2.026426564,-0.2411293797,-0.9556255786,0.4857865192,1.455464271,0
0.823570518,-1.169744024,0.9084877415,0.6337899678,0.8501637701,0
0.9571800138,0.04256740306,-0.3416217033,0.3687307083,1.381415843,1
1.518647408,-0.9955745002,-0.494610883,0.03419087826,-1.097693489,0
-0.1921161355,1.280554886,-0.04139873682,-0.1982530099,0.8557693395,1
-0.3261412353,1.672017823,0.05245642378,-0.3440232756,0.8103716428,1
0.1515884151,-1.236375896,0.7509653427,0.9665308721,1.967923347,0
-0.8286778719,-0.9473251945,0.7262067586,-0.0675914957,-1.405430211,0
-0.4221716961,-1.010922386,0.227158518,0.05643565323,-1.036327043,0
-0.09196303104,-0.8797331232,1.30346346,-0.03670970228,-1.211213425,0
2.929603021,-1.019630158,2.076610269,-0.06489752118,-1.484391753,0
-0.3052236157,-0.6585662857,0.5397782683,0.2495025446,0.09176677026,0
1.541239666,-0.6587175941,-0.3133139175,0.7753401321,1.987137465,0
-0.6429879746,-0.9947566064,-0.8958775275,0.02055992839,-1.145827732,0
-0.08217358277,-1.767127563,-1.659720806,0.8491681253,0.8939507301,0
-0.5663807119,-1.179035499,1.538771656,0.3421174488,-0.2126615273,0
-0.0531764704,-1.37576793,2.437167157,0.4348848207,-0.1195180975,0
0.4115000723,-0.6358357593,0.554915982,0.414286922,0.713662904,0
-0.1015718742,-0.4743899412,0.187933269,0.5353615712,1.348109517,0
-2.453390869,1.885294677,0.569487361,-0.6804312594,-0.140765668,1
0.8436065372,-1.724702653,-1.007127262,0.6600923325,0.2643930005,0
0.4927118644,-1.153886929,-1.162427821,-0.04992251601,-1.595058276,0
-1.636387515,-0.8463749548,0.05170281377,0.1507048395,-0.494705891,0
-0.09300675998,0.8552134902,0.7592864164,0.4128392908,2.537027248,0
0.8673479347,-0.9510061796,0.2617120156,0.2236831642,-0.359948206,0
-0.5714625158,-1.359631017,-0.1152466692,-0.06068621797,-1.886178646,0
-0.5910643351,-1.115246372,-0.1831147998,0.5944447766,0.7751654168,0
-1.247816705,-1.195954503,1.853392137,-0.09138973025,-1.796131168,0
-0.06588681327,1.190798747,0.9607694841,-0.1409590638,0.9522298783,1
-0.0844764176,1.17703562,0.9338373612,-0.3120291928,0.3186720438,1
1.081513333,-1.072004521,0.5758328533,-0.06715847602,-1.55677263,0
1.217043075,-0.9410774485,2.112774606,-0.09354821775,-1.491337769,0
1.4432418,1.286905022,-0.3077617088,-0.7839625778,-1.247827721,1
-0.2631243853,-0.9882894907,-0.2846466418,0.1491534683,-0.6743385046,0
0.5566295945,-0.6349567906,-0.3921401312,0.4235720851,0.7482123026,0
-1.56687863,-0.7641006422,0.8848728388,0.2842748549,0.08769060897,0
-0.7653158727,-1.004028492,-0.325986019,0.07700536776,-0.9537221883,0
-0.5361122385,0.01963851525,1.036654088,0.06545465832,0.2600372068,1
-1.091115923,-1.318973125,1.620828696,0.7393696463,1.047750224,0
-0.5858929629,-0.4429250596,0.2832064638,0.4693031044,1.148567517,0
-0.612806885,2.381627884,-1.763535224,-1.317467894,-1.828486092,1
1.463763965,-1.989456679,1.671394003,1.011904227,1.207928602,0
0.9947222025,1.661690127,-0.3129181624,-0.3546947405,0.7592371931,1
-2.730208635,-0.1304655135,-1.018280586,-0.01371051567,-0.2094235148,0
-0.9889271921,-1.027111016,0.1432379582,0.1325742531,-0.7817134704,0
0.3736850878,-1.361983759,-0.1271718231,-0.2930782002,-2.726798081,0
-0.3514842985,-0.9940700547,0.8751236631,0.3113239564,-0.09683023963,0
-0.4309268946,-0.850032959,-0.5952582917,0.6689288666,1.368918678,0
-0.6672656852,0.6768744769,-1.279018041,0.06418694791,1.06148388,1
-0.9497088725,-0.6061847291,0.03726932201,0.3208378862,0.4131580412,0
0.8228753218,-1.55428672,-0.09319379185,0.4201477385,-0.3915734619,0
0.3647746602,1.427730298,0.3202893058,-0.2501610659,0.8491414868,1
1.336730308,-1.461801555,-0.4810913891,0.5678563011,0.2543124437,0
-0.7816872103,-1.110544868,1.64779617,0.6743564982,1.06899956,0
0.808560684,-0.9945572675,0.03880741105,0.6003314671,0.9443958293,0
1.328001601,-0.9788489562,-0.3279630892,0.1389149332,-0.6996690871,0
-0.195359628,2.712418333,-0.2130813416,-1.517172476,-2.142715059,1
-0.391969837,-0.9392037896,0.655803963,0.02588613768,-1.058499157,0
-1.011872726,-1.396506181,-0.9882810317,0.7107269955,0.8494138141,0
-1.725529524,2.154263741,0.9343906651,-0.5661891064,0.6009145676,1
0.9539466884,-1.015888315,0.5274626705,0.1423157673,-0.7328337272,0
1.128074064,-0.9868205948,-0.40310522,0.1486166409,-0.6744722628,0
1.869750703,0.09540635602,-0.4410416073,0.3418616907,1.349357819,1
-1.126252422,0.2675762363,0.1984904245,0.2228619966,1.131528416,1
0.5027589192,-1.071449486,0.05242726507,0.5867047884,0.8009753846,0
-1.568551197,2.101646063,0.2019815599,-0.5304370979,0.6652656495,1
0.3630196243,0.8312787094,-0.5249959486,-0.3900243314,-0.3865143445,1
0.4383319338,0.847509708,-0.2755904967,0.01575511042,1.096157705,1
2.171436024,1.747687723,2.172199501,-0.3983075725,0.7074853982,1
0.5069949567,-0.7528216667,1.096737766,0.876803433,2.237488926,0
0.6817620956,1.330931674,-0.6585923474,-0.2273103949,0.8128030856,1
-0.9302441,1.988217524,0.7593989782,-1.339663772,-2.390966422,1
0.8070335201,1.241246448,0.4783030581,-0.1835261202,0.8606504917,1
-0.7506568742,1.881153954,-0.4724778755,-1.438512494,-2.878599365,1
-0.6264995687,-2.479918959,1.146835066,1.169971838,1.176246024,0
0.5423257222,0.7394147657,1.705161847,-0.5473970143,-1.066475932,1
-0.704274816,-0.08646239398,-0.3345825552,0.4154143081,1.391463703,1
-2.269575067,-0.977914948,0.09433887869,0.11161539,-0.7969339161,0
1.718952024,-0.3483576836,0.054904566,0.4299216016,1.122578702,0
1.93263205,0.1862774661,-0.7791747711,0.1885878119,0.9082731011,0
0.9665539647,-1.181370042,0.6456710715,-0.0325046388,-1.565974304,0
0.4481361623,1.448481423,-0.6118239903,-0.8434600251,-1.264153068,1
-0.09184644586,-2.184850881,1.21826621,1.095391151,1.269258742,0
3.035719391,-0.3093829572,0.2956280449,0.6462538051,1.95021755,0
-0.02789496929,-1.415180568,-1.521497106,0.7909132571,1.115570063,0
-0.6977690827,-1.039914213,1.475189276,0.7895315063,1.570805677,0
-1.484829455,2.563893726,0.3307676417,-2.059170039,-4.27867191,1
1.126904319,-1.282208258,0.09295595581,0.7701882523,1.203933574,0
0.4573653441,-1.819218052,1.870453672,0.6261482776,0.02611922869,0
1.582004943,-1.145478388,-0.4566122403,-0.2535467912,-2.318777606,0
1.006297298,1.349842207,0.04558879432,-1.01391565,-1.999585477,1
-0.8933005928,-1.119271009,-0.2070699028,-0.08398949243,-1.675411972,0
-2.200683397,0.07031065464,0.4225824458,0.03484766613,0.2118470893,1
-0.8615977738,1.712620068,0.8874398049,-0.3861771913,0.708207356,1
0.3835084509,-0.8667984303,2.026474027,-0.01453415301,-1.115411531,0
1.057527484,2.603310545,0.7814265123,-0.771724509,0.4106928929,1
0.03916602764,0.2266607932,1.119961715,0.2274695685,1.097960337,0
0.168411692,-0.6564818342,-0.002809531379,0.4052801819,0.6558753248,0
0.6073258691,-0.794658602,0.1525160825,0.300958612,0.1103572908,0
0.4590104533,-0.8630745894,-1.182553771,0.1573075919,-0.4913840608,0
0.750308403,-0.9613922747,-2.628496446,-0.1036267673,-1.552582807,0
-0.7064323286,-1.360837307,0.8723516774,-0.07715451139,-1.947023442,0
-1.225883202,-1.008639899,-0.3136303493,-0.08860580838,-1.55637799,0
-0.8137966606,-1.411634662,-0.1001878013,0.6556633277,0.63236537,0
0.2113573148,-0.9481098294,-0.9601364743,0.3096904312,-0.04635443617,0
-0.7995382206,-0.8450866857,-0.7596330181,-0.06694145819,-1.277704369,0
1.966857397,-2.226026805,1.088703942,0.795761679,0.138647732,0
-0.6069224921,1.494389161,0.9269114165,-1.00401243,-1.786617526,1
-0.04195620484,-1.360689272,-1.860405268,1.016441993,1.995389973,0
2.445753465,-0.6426507935,0.6678504359,0.65962566,1.589710106,1
0.8400894434,0.9796234028,-0.7415114984,-0.06263427066,0.9755978343,1
-0.7827152944,-1.751766764,0.9572842936,0.7502968155,0.5563743237,0
-0.446737205,0.5848775055,-2.341447485,-0.2526230067,-0.1933854563,1
1.448192433,0.754868486,-0.5738083128,-0.246462937,0.03729294076,1
0.5395144757,-1.589005388,0.3584194466,0.8586546111,1.146592178,0
0.4121247347,-1.36976925,0.03346779243,-0.1682933104,-2.286517413,0
-1.59620697,-1.03940774,-1.207239778,0.1331988729,-0.794542193,0
-0.9975011247,1.950449434,1.224984287,-1.41917587,-2.723911964,1
0.5206946061,-1.601924351,0.6431031521,0.6136490922,0.2475449309,0
0.2910246545,0.1221948467,0.3933299587,0.3137202951,1.280765497,1
0.5050293956,-2.876174303,-0.8244255222,1.13943953,0.5802252529,0
1.134904029,-0.134171152,0.6456086958,0.2410524984,0.7044099001,0
-0.5054102135,-0.7355008668,-0.6130630795,0.5977753693,1.252881348,0
0.1848478738,-0.9225669114,-1.584347792,0.01656278533,-1.071705256,0
-0.1118991335,-1.043394721,0.3884241911,0.7128819487,1.290228484,0
-0.7491967783,-2.02443627,-0.4933568788,0.7095680447,0.07515937121,0
-0.4367908653,-0.5058968119,0.5701231169,0.3542225411,0.6564945313,0
-1.113219914,-0.4624932635,0.7995793485,0.64818183,1.769397382,0
-0.1525222678,-1.564265681,-2.068363443,0.7180737609,0.6701619196,0
-1.223823574,0.4583554024,-1.45240355,-0.3372673226,-0.6536773238,1
-0.283032978,-1.168006069,0.4772662805,-0.2538479515,-2.347490581,0
0.3496434098,0.7604194446,-0.08293817811,-0.8010723975,-1.955173541,1
0.792005096,-1.381748556,1.383187024,-0.1259636112,-2.148617051,0
0.7917407491,-1.333992796,-1.726508775,0.03546898481,-1.508113251,0
-1.069885889,-1.004155773,1.493356368,-0.06094664268,-1.451172128,0
-0.6865360037,-1.294016948,-0.5758728882,-0.01064814096,-1.625332442,0
-0.4232340265,-1.028946886,-0.8237233868,0.1115952693,-0.8595906478,0
-0.3482392744,-0.6021281177,-0.08412673475,0.1865394262,-0.06599044924,0
-0.9710889168,0.4359207802,-1.891099569,-0.1180554716,0.1090313911,0
1.114188212,1.440924659,1.371112672,-0.244220923,0.8867359165,1
-0.6696941046,-0.108681122,-0.3263684993,0.391796681,1.279077669,0
1.468282473,-1.275017465,1.372824589,-0.09572671857,-1.90872598,0
0.1289921918,1.115981617,-0.3000135609,-0.1302912386,0.8989318755,1
-1.370922299,-1.125192146,0.4122746341,0.1137071134,-0.9700104099,0
1.858501639,2.696503213,0.2781035389,-0.8264568594,0.3276809438,1
1.774455556,-0.4975369384,-1.244186939,0.1215507853,-0.171995776,0
-1.061388759,1.63121335,0.1061146037,-0.3309670596,0.8073955986,1
-0.0254118547,-0.5892341401,-0.2255310555,0.7146220167,1.853471493,0
0.1685477332,-1.111544971,0.1048068753,-0.01658558072,-1.422957177,0
-2.205495697,-1.046571162,-0.4459362761,0.04829878825,-1.109377779,0
1.885473076,-0.7775019899,0.7670185932,0.1347929771,-0.4676015275,0
0.7222203299,0.8573185313,0.3424203202,-0.4244371604,-0.4786322785,1
0.4810304092,-0.6247889119,-1.147092645,0.2084610805,-0.0147571547,0
0.6218319007,-0.9638281861,-1.670805096,0.5351736518,0.7471981616,0
